name,profile_link,location,time_registered,last_seen,personal_text,gender,twitter,time_spent_online
Bulldog,https://www.nairaland.com/bulldog,south east nigeria,"October 19, 2006",9:53pm On Jun 09,Do unto others what u want them do unto you,m,@1stenjel,12 days & 22 hours
Dolapo93,https://www.nairaland.com/dolapo93,Owerri,"December 27, 2011",9:48pm On Nov 14,,m,,5 hours & 58 minutes
codeaddict,https://www.nairaland.com/codeaddict,C:/Windows/System32/killprotection.dll,"January 10, 2012",2:47pm On Mar 30,It's Personal!,m,,19 days & 4 hours
valenstical,https://www.nairaland.com/valenstical,,"November 05, 2013",9:54pm On Mar 19,,,,44 minutes & 30 seconds
crystallhills,https://www.nairaland.com/crystallhills,,"November 06, 2013",6:01pm On Dec 09,,,,14 minutes & 19 seconds
jacobson26,https://www.nairaland.com/jacobson26,,"November 12, 2013",12:55pm On Nov 12,,,,24 minutes & 58 seconds
OmolodMilkman93,https://www.nairaland.com/omolodmilkman93,Konohagakure / PH city ,"April 28, 2010",11:56pm On Jul 07,"''Smiling while hiding your sadness isnt easy, isit?'' ",m,,1 month
BluePearls,https://www.nairaland.com/bluepearls,Lagos,"December 15, 2007",7:03pm On Aug 14,,m,@benajul,3 months & 18 days
Olamyyde,https://www.nairaland.com/olamyyde,lagos,"April 08, 2012",11:09pm On Jul 24,"I am the stone that the builder refused. I am the visual, the inspiration that made lady sing the blues",m,,4 months & 9 days
wisemania,https://www.nairaland.com/wisemania,Lag,"August 20, 2012",12:29am On Jul 04,Aspiring 31337....d pr0b13m 15n7 7h47 7h3y c4n7 s01v3 17 bu7 17 15 7h47 7h3y d0n7 un63r574n6 17...,m,4goten,13 days & 8 hours
Rockyfancino,https://www.nairaland.com/rockyfancino,,"February 22, 2013",10:53am,,m,,1 month & 7 days
mackkjackk11,https://www.nairaland.com/mackkjackk11,,"December 04, 2013",8:28am On Dec 06,,,,7 minutes & 2 seconds
tomakint,https://www.nairaland.com/tomakint,Nigeria,"April 06, 2012",9:50am On Jun 29,,,,6 months & 1 day
SwordOfOrion,https://www.nairaland.com/swordoforion,Bauchi.,"September 01, 2013",10:56am On Jul 10,I love gazing at the stars.,m,"I don't tweet, I don't know why though.",3 days & 10 hours
ajibowo11,https://www.nairaland.com/ajibowo11,,"August 14, 2013",3:18pm On Jul 16,dream chaser,m,,7 days & 22 hours
islamiyatt,https://www.nairaland.com/islamiyatt,,"December 24, 2013",4:54pm On Aug 18,,,,55 minutes & 29 seconds
techwizard,https://www.nairaland.com/techwizard,,"April 04, 2013",7:51pm On Aug 03,too strange to handle ,m,@mjokoh,11 hours & 45 minutes
BlueMagnificent,https://www.nairaland.com/bluemagnificent,,"October 29, 2013",11:24pm On Jun 28,Every complex thing is made up of little simple parts,m,,20 days & 13 hours
m003,https://www.nairaland.com/m003,searching.........,"June 11, 2013",11:07am On Jul 17,what the Fvck y'all looking at?,,@mubarak2095,1 month & 27 days
guente02,https://www.nairaland.com/guente02,Giding Up,"November 02, 2009",3:57am On Jul 24,Saving the World....ByteWise,m,,3 months & 22 days
Donkunxex,https://www.nairaland.com/donkunxex,Optinunu( the land of the unknown),"April 28, 2013",7:02am,Exchange Currency.  Buy and sell Bitcoin and Ethereum.. Crypto and forex trader ,m,,2 months & 22 days
hobyner,https://www.nairaland.com/hobyner,Nigeria,"February 17, 2012",7:19pm On Jul 14,Computer programmer and web developer,m,@hobyner,5 days & 14 hours
sammyoddy007,https://www.nairaland.com/sammyoddy007,,"January 07, 2014",5:55am On Jan 09,,,,34 minutes & 44 seconds
cmonek,https://www.nairaland.com/cmonek,Nil,"June 17, 2011",11:29am On Jul 22,,m,,3 months & 21 days
luvlyoracle,https://www.nairaland.com/luvlyoracle,,"September 30, 2013",3:29pm,,m,@sage393,7 months & 6 days
Paddyluv,https://www.nairaland.com/paddyluv,,"August 26, 2007",9:14am On Nov 25,,m,,2 days & 7 hours
neggie,https://www.nairaland.com/neggie,,"June 17, 2009",8:39pm On Jun 03,,,,10 hours & 44 minutes
Karleb,https://www.nairaland.com/karleb,"Ikare Akoko, Ondo State. ","October 26, 2012",3:31pm,Last warning NL!!! ,m,,10 months & 15 days
blueyedgeek,https://www.nairaland.com/blueyedgeek,,"June 27, 2014",10:04am On Mar 08,"Not everything needs to be known, a little mystery is allowed",m,,1 month & 3 days
fattbabakay,https://www.nairaland.com/fattbabakay,Nigeria,"November 04, 2013",10:24am On Jul 14,F A T T K A Y,m,@fattkay,25 days & 14 hours
neymarjr,https://www.nairaland.com/neymarjr,,"June 29, 2014",12:02pm On Sep 23,,,,42 minutes & 40 seconds
oluwaslim,https://www.nairaland.com/oluwaslim,,"August 02, 2012",5:15pm On Oct 05,,,,1 hour & 55 minutes
selective,https://www.nairaland.com/selective,,"July 11, 2014",7:31am On Sep 02,,,,1 hour & 49 minutes
Folarinibrahim1,https://www.nairaland.com/folarinibrahim1,Somewhere in Africa,"April 03, 2010",12:20pm On Jul 23,life becomes easier when you remove the negative people from your life...........so stay positive and everything else 'l fall in place.,m,,1 month & 23 days
Intellab,https://www.nairaland.com/intellab,NG,"January 23, 2012",9:35am On Jul 24,"Smile smile smile. Do it again, again and again.",m,,1 month & 7 days
Husyn,https://www.nairaland.com/husyn,,"June 22, 2011",9:55pm On Mar 23,Tech geek,m,@citadel50 ,12 hours
Nastydroid,https://www.nairaland.com/nastydroid,Lagos,"March 17, 2013",2:22pm,scratch ||||||||||||||||||||||||||||||||| to know me better:),m,,6 months & 23 days
Crazielips,https://www.nairaland.com/crazielips,,"July 18, 2014",1:16pm On Jul 18,,,,1 minute & 6 seconds
efeambrose,https://www.nairaland.com/efeambrose,,"July 14, 2014",10:42pm On Jun 06,,,,3 hours & 6 minutes
youngestpr,https://www.nairaland.com/youngestpr,Ibadan,"January 26, 2010",9:02am On Jun 28,"If you say you can or you can't, either way, you are right",m,@agricmania,4 days & 12 hours
udswagz,https://www.nairaland.com/udswagz,,"March 22, 2012",6:57am On Oct 03,,,,1 day & 4 hours
Nhamoyedu,https://www.nairaland.com/nhamoyedu,,"July 25, 2014",4:27am On Dec 13,,,,1 day & 23 hours
PatEinstEin,https://www.nairaland.com/pateinstein,Lagos,"July 15, 2013",8:38pm On Jul 22,,m,,21 days & 3 hours
realsnypper,https://www.nairaland.com/realsnypper,,"June 20, 2013",5:49pm On Jul 10,ONE LOVE,m,,1 hour & 50 minutes
sharperdly,https://www.nairaland.com/sharperdly,,"August 16, 2013",7:35pm On Jun 03,,,,5 hours & 38 minutes
purplekayc,https://www.nairaland.com/purplekayc,"Lagos ,Nigeria","January 10, 2009",3:23pm,,m,google hangouts : purplekaycee@gmail.com,6 months & 16 days
vowolabi,https://www.nairaland.com/vowolabi,,"November 13, 2013",4:46pm On Mar 02,,m,,24 days & 17 hours
Joshuadon,https://www.nairaland.com/joshuadon,"check ur compass,u might be right....☺☺☺☺☺☺☺☺  ","June 21, 2013",7:13am On Jul 23,"When a man truly loves a woman she becomes his weakness,when a woman truly loves a man he becomes her strenght, this is called EXCHANGE OF POWER ♥♥♥ ",,#Joshua4purpose ☻☻☻ ,24 days & 9 hours
Daraplato,https://www.nairaland.com/daraplato,Ibadan,"December 12, 2011",7:53pm On Jul 24,The Lord is forever faithful.,m,CoolDaraPlato,1 month & 1 day
muhiza,https://www.nairaland.com/muhiza,,"July 06, 2014",10:20am On Nov 20,,,,7 hours & 46 minutes
mkvirus,https://www.nairaland.com/mkvirus,,"September 14, 2013",6:47pm On Mar 19,,,,2 hours & 42 minutes
Akinsnaira,https://www.nairaland.com/akinsnaira,,"July 06, 2013",10:49am On Sep 12,Life is 10per cent of what happens but 90per cent of how you respond to it,,,17 days & 14 hours
blueflames00,https://www.nairaland.com/blueflames00,,"August 14, 2014",2:43am On Mar 06,,,,17 hours & 2 minutes
DiscodeeFUTA,https://www.nairaland.com/discodeefuta,lasgidi,"August 25, 2013",10:33am On Jan 08,'fame is a bit of nuisance'-@discodeeNFUTA,m,@discodeeNFUTA,26 days & 18 hours
TinyHacker,https://www.nairaland.com/tinyhacker,,"August 17, 2014",7:12am On Oct 11,,,,14 days & 5 hours
Leward,https://www.nairaland.com/leward,ogun state,"July 15, 2013",12:18pm On Mar 05,Let's face the facts and let the truth be told. ,m,@king_daviz,1 month & 6 days
aramics,https://www.nairaland.com/aramics,,"February 26, 2013",9:28pm On Sep 26,,,,5 days & 11 hours
UcGadaz,https://www.nairaland.com/ucgadaz,,"May 05, 2013",3:37pm On Nov 26,,m,,2 months & 10 days
Chiranjibi,https://www.nairaland.com/chiranjibi,,"September 04, 2014",7:35pm On Sep 04,,,,10 minutes & 21 seconds
kriru,https://www.nairaland.com/kriru,,"September 10, 2014",1:10pm On Sep 10,,,,4 minutes & 34 seconds
LihaciFlorin,https://www.nairaland.com/lihaciflorin,,"September 10, 2014",6:38pm On Sep 10,,,,1 minute & 54 seconds
amitkumar12345,https://www.nairaland.com/amitkumar12345,,"September 11, 2014",6:24am On Sep 11,,,,18 minutes & 7 seconds
mza55,https://www.nairaland.com/mza55,,"September 11, 2014",11:24am On Sep 11,,,,6 minutes & 43 seconds
tahyoh24,https://www.nairaland.com/tahyoh24,,"September 14, 2014",9:23am On Oct 29,,m,da_greatest_tee,2 hours & 18 minutes
paranorman,https://www.nairaland.com/paranorman,Pluto ,"October 10, 2012",1:08pm,"""Man is nothin without the gods"", poseidon..... Odyssey... But there is one true god: the Lord God of Hosts!",m,,2 months & 29 days
kobonaire,https://www.nairaland.com/kobonaire,"6.453135, 3.395829","June 20, 2013",8:50pm On Nov 25,"I don't have access to my email anymore and so if you need to contact me, just alert me via any of the threads",m,Why would anyone share their Twitter account on Naira Land??,1 month & 4 days
ruz080,https://www.nairaland.com/ruz080,,"September 18, 2014",7:43pm On Sep 21,,,,1 hour & 15 minutes
tojuboy,https://www.nairaland.com/tojuboy,,"September 19, 2014",9:23am On Mar 12,I love you,m,,16 hours & 48 minutes
xkunzo,https://www.nairaland.com/xkunzo,,"August 13, 2009",4:35pm On Jul 14,"always be humble-Immigration Expert,COUNSELING /CONSULTING/PERSONAL REQUEST",m,,24 days & 8 hours
brainiest,https://www.nairaland.com/brainiest,,"December 31, 2013",9:06pm On Jan 31,,,,18 hours
bidemi2012,https://www.nairaland.com/bidemi2012,,"September 22, 2014",7:22pm On Sep 30,,,,1 hour & 30 minutes
McKenzi,https://www.nairaland.com/mckenzi,lagos,"September 03, 2011",11:35am On Apr 28,"firmness of purpose is one of the most sinews of cheracter and one of the best instruments of success, without it a genius waste's effort on inconsistence.",m,,9 hours
emonipoint,https://www.nairaland.com/emonipoint,,"June 10, 2008",11:10am On Jul 20,,,,1 day & 4 hours
oseiwe,https://www.nairaland.com/oseiwe,City by the Sea,"April 04, 2009",3:38pm,,m,,5 months & 13 days
Adaeze003,https://www.nairaland.com/adaeze003,Nigeria,"November 17, 2011",11:26pm On Jun 02,"Nigerian, Christian, Family, Friends, Music, sleep, Barcelona... ",f,,3 months & 14 days
INeedHelpAsap,https://www.nairaland.com/ineedhelpasap,,"October 20, 2014",10:30am On Dec 05,,,,8 hours & 11 minutes
rawbaba,https://www.nairaland.com/rawbaba,,"September 24, 2014",2:34pm On Apr 10,,m,,2 days & 3 hours
Skykid1208,https://www.nairaland.com/skykid1208,NAIRAland,"August 01, 2013",5:51pm On May 15,Trying to be Better than who i was Yesterday,m,,3 months & 12 days
ballyjzworld,https://www.nairaland.com/ballyjzworld,,"November 02, 2014",7:54am On Mar 18,"Am not the first, not the best, just one of the rest that God has Blessed*",m,,8 days & 8 hours
drysjasperfx,https://www.nairaland.com/drysjasperfx,,"November 19, 2014",10:50am On Sep 09,,,,2 hours & 25 minutes
OluwaseunBanjo,https://www.nairaland.com/oluwaseunbanjo,,"August 01, 2014",3:14pm On Mar 16,,,,6 days & 15 hours
umaryusuf,https://www.nairaland.com/umaryusuf,Abuja || Nasarawa,"May 11, 2011",2:01pm On Apr 12,I always think of my Environment first!,m,,29 days & 7 hours
MargzDungalo,https://www.nairaland.com/margzdungalo,"Portland, Oregon","November 26, 2014",11:55am On Nov 27,"Getting found through direct searches is the best way to achieve success online. It takes time to gain a high Search Engine Results Page ranking (SERP), and there are many SEO companies to choose from, but you can trust our SEO experts to help you get the",f,,17 minutes & 30 seconds
pioneer195,https://www.nairaland.com/pioneer195,"Owerri, Imo state","August 26, 2014",9:54pm On Jan 07,,m,,1 day & 21 hours
Anybodie,https://www.nairaland.com/anybodie,,"December 08, 2014",3:11pm,I'm getting there,,,1 month & 20 days
Kennyolowo,https://www.nairaland.com/kennyolowo,"Meiran, Lagos","May 08, 2013",9:41pm On Jul 24,God is able,m,Olakunlekoaded,1 day & 13 hours
TechCrunch909,https://www.nairaland.com/techcrunch909,,"December 11, 2014",9:45am On Dec 19,,,,36 minutes & 23 seconds
ogunleye112,https://www.nairaland.com/ogunleye112,Lagos Nigeria,"June 09, 2013",4:56pm On Feb 08,,m,,15 hours & 22 minutes
luksybee,https://www.nairaland.com/luksybee,Planet earth ,"December 02, 2014",4:51pm On Jul 10,"Dont tell the world what you can do, show it !!!",m,,10 days & 17 hours
hassoun,https://www.nairaland.com/hassoun,,"December 18, 2014",11:24pm On Dec 18,,,,36 minutes & 27 seconds
kalakuta100,https://www.nairaland.com/kalakuta100,,"November 03, 2014",10:34am On Mar 02,,,,23 hours & 38 minutes
israelnojr,https://www.nairaland.com/israelnojr,lagos,"August 05, 2014",7:34pm On Jul 20,Software developer,m,@israelnojr,1 day & 14 hours
aleeypanda,https://www.nairaland.com/aleeypanda,UK,"January 04, 2015",9:41am On Feb 27,10% Discount on All Airport Transfers in UK | Jewels Airport Transfers,,,38 minutes & 16 seconds
2dgamearena,https://www.nairaland.com/2dgamearena,,"January 06, 2015",9:03pm On Sep 22,,,,4 hours & 38 minutes
spacyzuma,https://www.nairaland.com/spacyzuma,Scotland,"August 25, 2010",9:31am On Jul 08,,m,,1 month & 12 days
lordraiden,https://www.nairaland.com/lordraiden,around d world,"July 05, 2014",8:47am,Its a small world neva under estimate any body,m,,1 month & 20 days
minaamby,https://www.nairaland.com/minaamby,,"January 23, 2015",7:39pm On Feb 15,,,,2 hours & 38 minutes
toxco,https://www.nairaland.com/toxco,,"March 27, 2013",11:12pm On Jun 06,,,,2 months & 4 days
gj22,https://www.nairaland.com/gj22,,"December 01, 2014",10:38pm On Mar 12,,m,,11 days & 21 hours
peteruuu,https://www.nairaland.com/peteruuu,Nigeria,"October 31, 2014",3:56pm On Apr 27,My future is nothing-less than GLORIOUS,m,,3 months & 7 days
shcash,https://www.nairaland.com/shcash,,"October 01, 2009",8:36am On Aug 12,,,,2 days & 15 hours
Vectormike,https://www.nairaland.com/vectormike,Niqeria,"January 23, 2015",10:02pm On Dec 28,Whatsapp: 08086249721 BBM: 264F72F0,m,@MikeJonah40,11 days & 4 hours
micheal5772,https://www.nairaland.com/micheal5772,Ogun state,"August 10, 2012",10:19pm On May 14,,,,3 days
yomiskaly,https://www.nairaland.com/yomiskaly,,"February 11, 2015",10:01pm On Dec 25,keep trying and u will be there;,m,,13 hours & 58 minutes
trigar12,https://www.nairaland.com/trigar12,Lagos,"February 29, 2012",2:26pm,I love my life,m,,5 months & 17 days
dibass,https://www.nairaland.com/dibass,,"December 16, 2013",4:36pm On Dec 30,,m,,1 hour & 53 minutes
e90,https://www.nairaland.com/e90,Warri,"January 18, 2011",1:36pm,,m,@iyesin,4 months & 6 days
veave,https://www.nairaland.com/veave,Abuja,"August 26, 2013",2:48pm On Nov 10,I'm special...,f,,2 months & 21 days
subair1989,https://www.nairaland.com/subair1989,Lagos,"August 12, 2014",11:30am On Nov 11," front end development",m,https://twitter.com/,15 hours & 45 minutes
alhuxxyn,https://www.nairaland.com/alhuxxyn,,"February 22, 2015",11:33pm On Feb 27,,,,1 hour & 4 minutes
alayo22002,https://www.nairaland.com/alayo22002,OGUN STATE,"August 13, 2013",12:50pm On Aug 24,There is nofin God can't Do,m,@alayo22002,9 days & 6 hours
Raypawer,https://www.nairaland.com/raypawer,Nigeria,"March 12, 2013",10:25am,Aim higher!!!!,m,,1 month & 13 days
pumpin26,https://www.nairaland.com/pumpin26,,"December 16, 2013",8:20pm On Nov 21,,,,9 days
Alexchuka,https://www.nairaland.com/alexchuka,,"September 03, 2012",11:48pm On Jan 16,Freedom fighter,m,,3 days & 9 hours
messo4331,https://www.nairaland.com/messo4331,,"June 22, 2012",7:48am On Jul 17,,,,8 hours & 21 minutes
adelaf4me,https://www.nairaland.com/adelaf4me,,"August 31, 2013",9:38pm On Jul 01,,,,1 hour & 38 minutes
fortech91,https://www.nairaland.com/fortech91,,"August 03, 2013",8:59am On May 02,Fortune favors the bold,m,,5 days & 11 hours
AmaLearner,https://www.nairaland.com/amalearner,,"December 31, 2014",6:44pm On Jul 08,,m,,5 hours & 18 minutes
johnero353,https://www.nairaland.com/johnero353,uyo,"March 10, 2015",8:17am,......the BLESSING of God makes one rich; and HE add no sorrow to it,m,,26 days & 5 hours
rukkykf,https://www.nairaland.com/rukkykf,,"March 15, 2015",8:01pm On Jan 04,,,,8 hours & 27 minutes
Wagasigiungu,https://www.nairaland.com/wagasigiungu,City of Commerce ,"August 25, 2014",11:23am On Oct 28,"""... And Over Every Possessor of Knowledge, There is (Some) One (Else) More Learned"" ",m,@waga43,2 months & 5 days
micro123,https://www.nairaland.com/micro123,,"March 18, 2015",5:08pm On Mar 18,,,,24 minutes & 33 seconds
xtremrules,https://www.nairaland.com/xtremrules,,"October 04, 2011",1:48am On Mar 31,Flying Is easy,m,@xtremrules,25 days & 3 hours
MockinJay,https://www.nairaland.com/mockinjay,Please Wait! Loading................ ,"February 08, 2015",12:49am On May 30,I now communicate in gifs....deal with it. ,m,,8 days & 2 hours
trendymart,https://www.nairaland.com/trendymart,,"November 11, 2010",2:12am On Jun 12,embrace christ,m,,4 days & 7 hours
bussieboi,https://www.nairaland.com/bussieboi,lagos,"January 06, 2015",10:03am On Dec 22,,m,@iam_bussie,25 days & 17 hours
Harry4cas,https://www.nairaland.com/harry4cas,,"October 11, 2012",4:54pm On Jul 18,... I came to win,m,www.twitter.com/itsDonmonc,1 month & 28 days
Corn99,https://www.nairaland.com/corn99,Everywhere,"September 01, 2013",3:10pm On Jun 04,It's been God sha,m,,28 days & 22 hours
Dalton23,https://www.nairaland.com/dalton23,,"April 27, 2015",1:37pm On Jul 20,,,,37 minutes & 50 seconds
oluseyerichard,https://www.nairaland.com/oluseyerichard,,"November 12, 2014",11:54am On Nov 13,,,,22 hours & 14 minutes
Ellehanna,https://www.nairaland.com/ellehanna,,"October 10, 2012",9:15am On Oct 11,,f,Kardashelle,1 day
codemarshal08,https://www.nairaland.com/codemarshal08,LAGOS,"August 14, 2014",3:09pm,No Great thing Comes easy. ,m,,6 months & 21 days
Abduletudaye,https://www.nairaland.com/abduletudaye,,"October 23, 2013",3:20pm,Depressed?? need someone to talk to?? PM me..,m,,3 months & 4 days
Adesina13,https://www.nairaland.com/adesina13,,"November 23, 2013",10:31pm On Jun 16,.Am a guy hate by many love by view and respect by all,m,Am adesina,4 hours & 13 minutes
happylala5,https://www.nairaland.com/happylala5,RIVERS,"September 22, 2014",6:40am On Jul 24,Am interested in anything that gives Joy not happiness. There is difference between Joy and happiness.,m,,14 days & 4 hours
